,datetime,open,high,low,close,volume
70,2023-06-21 05:39:00,28794.01,28808.0,28792.74,28807.98,54.69574
71,2023-06-21 05:40:00,28807.97,28830.0,28807.97,28817.2,38.09149
72,2023-06-21 05:41:00,28817.21,28817.21,28814.31,28816.78,19.78928
73,2023-06-21 05:42:00,28816.77,28816.78,28810.53,28812.59,23.81308
74,2023-06-21 05:43:00,28812.58,28830.0,28812.58,28830.0,11.65544
75,2023-06-21 05:44:00,28830.0,28836.21,28829.99,28830.01,27.16896
76,2023-06-21 05:45:00,28830.0,28830.01,28822.0,28822.01,16.44216
77,2023-06-21 05:46:00,28822.01,28829.79,28822.0,28829.79,31.15248
78,2023-06-21 05:47:00,28829.78,28830.0,28820.56,28830.0,37.81592
79,2023-06-21 05:48:00,28829.99,28830.0,28825.94,28826.53,25.12638
80,2023-06-21 05:49:00,28826.54,28835.29,28826.19,28835.28,50.88271
81,2023-06-21 05:50:00,28835.28,28860.0,28835.27,28854.01,76.27789
82,2023-06-21 05:51:00,28854.01,28888.0,28854.01,28887.99,104.18418
83,2023-06-21 05:52:00,28888.0,28944.99,28878.0,28922.56,166.98404
84,2023-06-21 05:53:00,28922.57,28922.57,28883.77,28883.77,90.99852
85,2023-06-21 05:54:00,28883.77,28907.14,28883.77,28905.23,45.83234
86,2023-06-21 05:55:00,28905.23,28907.0,28890.0,28906.99,63.59311
87,2023-06-21 05:56:00,28906.99,28964.0,28899.41,28940.0,94.08075
88,2023-06-21 05:57:00,28940.0,28948.0,28928.0,28944.0,79.55295
89,2023-06-21 05:58:00,28944.01,28953.33,28936.0,28953.33,71.10233
90,2023-06-21 05:59:00,28953.33,28990.0,28953.32,28982.02,139.95697
91,2023-06-21 06:00:00,28982.01,29005.0,28942.28,28943.75,331.36515
92,2023-06-21 06:01:00,28943.75,28946.0,28921.72,28945.39,113.49332
93,2023-06-21 06:02:00,28945.39,28945.4,28926.8,28932.0,75.77458
94,2023-06-21 06:03:00,28932.0,28940.0,28925.0,28936.0,79.48788
95,2023-06-21 06:04:00,28936.0,28940.0,28922.01,28922.01,42.57542
96,2023-06-21 06:05:00,28922.01,28930.0,28920.49,28929.99,42.10147
97,2023-06-21 06:06:00,28930.0,28956.26,28920.49,28920.5,74.64981
98,2023-06-21 06:07:00,28920.5,28953.56,28920.49,28943.22,63.95922
99,2023-06-21 06:08:00,28943.23,28950.0,28940.0,28943.67,42.16425
100,2023-06-21 06:09:00,28943.67,28943.67,28936.2,28939.84,18.84669
101,2023-06-21 06:10:00,28939.85,28939.85,28920.71,28922.23,31.68995
102,2023-06-21 06:11:00,28922.23,28922.23,28900.85,28901.13,46.73885
103,2023-06-21 06:12:00,28901.14,28907.13,28880.72,28881.99,49.6681
104,2023-06-21 06:13:00,28881.99,28883.96,28850.53,28870.96,70.53514
105,2023-06-21 06:14:00,28870.96,28870.97,28846.0,28852.0,49.64261
106,2023-06-21 06:15:00,28852.0,28871.73,28844.34,28870.03,49.30182
107,2023-06-21 06:16:00,28870.03,28880.91,28870.03,28874.53,33.57199
108,2023-06-21 06:17:00,28874.53,28886.68,28874.53,28879.71,56.12677
109,2023-06-21 06:18:00,28879.71,28879.71,28872.0,28872.01,37.77052
110,2023-06-21 06:19:00,28872.01,28872.01,28802.99,28821.99,118.59582
111,2023-06-21 06:20:00,28822.0,28834.0,28797.74,28808.0,79.81471
112,2023-06-21 06:21:00,28808.01,28808.01,28798.82,28800.15,50.75388
113,2023-06-21 06:22:00,28800.15,28823.08,28800.15,28816.64,42.56174
114,2023-06-21 06:23:00,28816.63,28816.64,28802.85,28802.85,40.70172
115,2023-06-21 06:24:00,28802.85,28802.86,28787.22,28798.0,101.66114
116,2023-06-21 06:25:00,28798.01,28811.62,28795.72,28811.62,50.92426
117,2023-06-21 06:26:00,28811.61,28813.21,28799.0,28812.0,80.16723
118,2023-06-21 06:27:00,28811.99,28824.4,28811.99,28818.99,49.66766
119,2023-06-21 06:28:00,28818.99,28820.29,28816.0,28816.0,28.58267
120,2023-06-21 06:29:00,28816.01,28828.98,28816.0,28828.97,21.82843
121,2023-06-21 06:30:00,28828.98,28843.92,28828.97,28828.98,37.25774
122,2023-06-21 06:31:00,28828.97,28828.98,28808.0,28808.01,38.00875
123,2023-06-21 06:32:00,28808.0,28808.01,28791.25,28794.52,33.76054
124,2023-06-21 06:33:00,28794.53,28800.33,28782.65,28788.0,40.80524
125,2023-06-21 06:34:00,28788.0,28789.13,28782.48,28788.01,46.59708
126,2023-06-21 06:35:00,28788.01,28800.0,28771.87,28771.87,90.00114
127,2023-06-21 06:36:00,28771.87,28795.73,28771.87,28791.99,46.72478
128,2023-06-21 06:37:00,28791.99,28800.0,28791.99,28799.99,33.58499
129,2023-06-21 06:38:00,28800.0,28800.0,28794.0,28794.01,25.85545
130,2023-06-21 06:39:00,28794.01,28794.01,28788.0,28792.85,25.64424
131,2023-06-21 06:40:00,28792.84,28799.99,28792.84,28799.98,39.37297
132,2023-06-21 06:41:00,28799.98,28805.07,28799.98,28805.06,72.79067
133,2023-06-21 06:42:00,28805.06,28815.84,28805.06,28815.78,69.66595
134,2023-06-21 06:43:00,28815.77,28819.28,28814.63,28818.07,50.40146
135,2023-06-21 06:44:00,28818.06,28828.42,28818.0,28823.14,115.6506
136,2023-06-21 06:45:00,28823.15,28830.01,28823.14,28830.0,53.80655
137,2023-06-21 06:46:00,28830.0,28833.05,28830.0,28832.0,48.27808
138,2023-06-21 06:47:00,28832.0,28832.01,28826.89,28830.0,49.00213
139,2023-06-21 06:48:00,28829.99,28836.89,28829.99,28836.88,21.55504
140,2023-06-21 06:49:00,28836.89,28843.06,28836.88,28843.05,39.18712
141,2023-06-21 06:50:00,28843.05,28857.14,28836.89,28845.71,113.27571
142,2023-06-21 06:51:00,28845.71,28852.12,28807.56,28810.85,153.66636
143,2023-06-21 06:52:00,28810.85,28810.96,28788.01,28799.92,95.232
144,2023-06-21 06:53:00,28799.93,28809.99,28799.92,28801.01,81.22555
145,2023-06-21 06:54:00,28801.02,28828.09,28801.01,28828.08,60.94408
146,2023-06-21 06:55:00,28828.09,28843.72,28821.4,28843.71,46.12797
147,2023-06-21 06:56:00,28843.72,28858.18,28843.71,28858.16,52.24504
148,2023-06-21 06:57:00,28858.16,28859.81,28848.0,28857.47,45.08174
149,2023-06-21 06:58:00,28857.46,28866.0,28854.78,28866.0,19.17822
150,2023-06-21 06:59:00,28865.99,28866.0,28856.01,28858.01,36.14651
151,2023-06-21 07:00:00,28858.01,28861.99,28851.35,28851.36,20.32565
152,2023-06-21 07:01:00,28851.26,28852.0,28844.55,28849.03,37.3292
153,2023-06-21 07:02:00,28849.02,28858.0,28849.02,28856.45,43.16927
154,2023-06-21 07:03:00,28856.45,28864.97,28856.44,28864.97,25.75786
155,2023-06-21 07:04:00,28864.96,28864.97,28858.74,28862.01,19.69034
156,2023-06-21 07:05:00,28862.01,28864.97,28860.0,28864.96,27.44665
157,2023-06-21 07:06:00,28864.97,28864.97,28862.0,28862.01,11.80988
158,2023-06-21 07:07:00,28862.0,28864.97,28862.0,28864.97,21.96866
159,2023-06-21 07:08:00,28864.97,28886.16,28864.96,28881.54,32.21789
160,2023-06-21 07:09:00,28881.54,28881.54,28872.8,28872.8,17.60068
161,2023-06-21 07:10:00,28872.81,28878.48,28864.25,28878.48,19.66217
162,2023-06-21 07:11:00,28878.47,28885.32,28865.84,28865.85,32.80108
163,2023-06-21 07:12:00,28865.84,28865.85,28860.42,28860.43,8.64016
164,2023-06-21 07:13:00,28860.43,28860.43,28842.09,28842.1,28.51246
165,2023-06-21 07:14:00,28842.1,28842.1,28834.0,28837.99,40.03396
166,2023-06-21 07:15:00,28838.0,28850.0,28837.99,28847.42,33.85789
167,2023-06-21 07:16:00,28847.42,28853.59,28846.9,28853.58,24.33253
168,2023-06-21 07:17:00,28853.58,28853.59,28828.49,28832.34,48.07158
169,2023-06-21 07:18:00,28832.35,28840.0,28823.64,28837.95,49.16887
170,2023-06-21 07:19:00,28837.95,28840.0,28832.0,28839.99,25.98321
171,2023-06-21 07:20:00,28840.0,28848.0,28839.99,28841.31,20.09057
172,2023-06-21 07:21:00,28841.3,28853.43,28840.0,28853.42,22.14947
173,2023-06-21 07:22:00,28853.43,28853.43,28848.0,28848.0,13.70003
174,2023-06-21 07:23:00,28848.01,28854.43,28848.0,28854.42,22.54747
175,2023-06-21 07:24:00,28854.43,28857.59,28854.42,28856.65,14.73383
176,2023-06-21 07:25:00,28856.64,28861.61,28856.37,28861.6,32.78108
177,2023-06-21 07:26:00,28861.61,28874.54,28861.6,28870.0,24.2047
178,2023-06-21 07:27:00,28870.0,28874.0,28870.0,28874.0,13.75442
179,2023-06-21 07:28:00,28873.99,28874.0,28873.16,28873.26,37.33974
180,2023-06-21 07:29:00,28873.25,28886.67,28873.25,28880.57,45.36399
181,2023-06-21 07:30:00,28880.57,28899.0,28880.56,28885.74,56.93006
182,2023-06-21 07:31:00,28885.74,28887.65,28884.68,28887.05,19.59286
183,2023-06-21 07:32:00,28887.05,28887.2,28882.22,28882.23,20.75747
184,2023-06-21 07:33:00,28882.23,28882.23,28866.0,28866.0,17.09474
185,2023-06-21 07:34:00,28866.0,28868.75,28861.6,28861.61,28.82007
186,2023-06-21 07:35:00,28861.61,28868.0,28861.6,28868.0,32.73904
187,2023-06-21 07:36:00,28867.99,28868.0,28866.0,28866.01,16.43061
188,2023-06-21 07:37:00,28866.01,28866.01,28865.0,28865.01,7.6632
189,2023-06-21 07:38:00,28865.0,28879.24,28865.0,28879.23,25.96874
190,2023-06-21 07:39:00,28879.23,28895.9,28876.0,28893.02,35.04298
191,2023-06-21 07:40:00,28893.03,28899.0,28888.0,28897.02,27.22829
192,2023-06-21 07:41:00,28897.01,28897.02,28896.94,28896.95,32.45484
193,2023-06-21 07:42:00,28896.95,28896.95,28885.0,28896.18,106.73407
194,2023-06-21 07:43:00,28896.17,28897.01,28896.17,28897.01,32.71038
195,2023-06-21 07:44:00,28897.01,28900.0,28897.0,28900.0,31.72795
196,2023-06-21 07:45:00,28900.0,28912.62,28892.0,28892.01,133.2508
197,2023-06-21 07:46:00,28892.01,28892.01,28875.32,28881.54,28.45558
198,2023-06-21 07:47:00,28881.53,28904.6,28881.53,28903.47,27.44765
199,2023-06-21 07:48:00,28903.48,28908.17,28903.47,28908.17,18.037
200,2023-06-21 07:49:00,28908.17,28919.66,28908.16,28910.01,48.99412
201,2023-06-21 07:50:00,28910.01,28911.16,28908.17,28911.15,23.95817
202,2023-06-21 07:51:00,28911.16,28911.16,28906.0,28906.0,16.99894
203,2023-06-21 07:52:00,28906.01,28910.03,28886.49,28886.5,81.29627
204,2023-06-21 07:53:00,28886.5,28886.5,28865.72,28865.72,67.25944
205,2023-06-21 07:54:00,28865.72,28877.68,28865.72,28877.67,39.22279
206,2023-06-21 07:55:00,28877.68,28877.68,28873.76,28877.68,45.10563
207,2023-06-21 07:56:00,28877.68,28877.68,28868.52,28868.53,32.60544
208,2023-06-21 07:57:00,28868.52,28868.53,28865.72,28865.72,11.48501
209,2023-06-21 07:58:00,28865.73,28876.0,28865.72,28870.01,35.18633
210,2023-06-21 07:59:00,28870.0,28876.0,28870.0,28872.28,24.34057
211,2023-06-21 08:00:00,28872.28,28880.0,28871.0,28880.0,39.11747
212,2023-06-21 08:01:00,28880.0,28880.0,28870.0,28870.91,47.40524
213,2023-06-21 08:02:00,28870.9,28870.91,28860.0,28867.59,40.60398
214,2023-06-21 08:03:00,28867.58,28867.59,28856.0,28856.0,22.07452
215,2023-06-21 08:04:00,28856.01,28857.44,28853.25,28854.47,32.16161
216,2023-06-21 08:05:00,28854.47,28875.84,28854.47,28875.84,51.32012
217,2023-06-21 08:06:00,28875.84,28882.6,28875.83,28880.11,41.52539
218,2023-06-21 08:07:00,28880.11,28882.28,28878.68,28882.27,25.82535
219,2023-06-21 08:08:00,28882.27,28882.28,28857.34,28857.34,29.47132
220,2023-06-21 08:09:00,28857.34,28857.35,28851.01,28851.02,30.09596
221,2023-06-21 08:10:00,28851.02,28867.08,28851.01,28865.28,59.69851
222,2023-06-21 08:11:00,28865.29,28867.25,28865.28,28867.25,25.43373
223,2023-06-21 08:12:00,28867.25,28867.25,28867.24,28867.25,12.00528
224,2023-06-21 08:13:00,28867.25,28878.16,28861.47,28878.15,39.03365
225,2023-06-21 08:14:00,28878.16,28904.0,28878.15,28902.48,56.20211
226,2023-06-21 08:15:00,28902.49,28914.99,28884.0,28889.98,88.94033
227,2023-06-21 08:16:00,28889.99,28889.99,28878.53,28878.54,17.92261
228,2023-06-21 08:17:00,28878.53,28879.71,28878.53,28879.71,11.36003
229,2023-06-21 08:18:00,28879.7,28879.71,28862.0,28862.01,17.67239
230,2023-06-21 08:19:00,28862.01,28862.01,28828.0,28839.11,94.62624
231,2023-06-21 08:20:00,28839.12,28851.0,28826.52,28850.99,41.63404
232,2023-06-21 08:21:00,28851.0,28858.0,28846.0,28858.0,24.88989
233,2023-06-21 08:22:00,28858.0,28859.88,28854.0,28859.87,17.84516
234,2023-06-21 08:23:00,28859.88,28867.73,28859.87,28865.43,32.41649
235,2023-06-21 08:24:00,28865.44,28865.44,28860.0,28860.01,17.75799
236,2023-06-21 08:25:00,28860.0,28863.52,28834.0,28834.0,33.27842
237,2023-06-21 08:26:00,28834.01,28862.67,28834.0,28862.66,17.75297
238,2023-06-21 08:27:00,28862.66,28865.0,28841.12,28841.13,25.83899
239,2023-06-21 08:28:00,28841.13,28848.0,28834.0,28847.99,38.78712
240,2023-06-21 08:29:00,28848.0,28850.0,28846.0,28850.0,11.53888
241,2023-06-21 08:30:00,28850.0,28862.0,28846.76,28861.99,49.12967
242,2023-06-21 08:31:00,28862.0,28862.0,28840.0,28840.0,38.98772
243,2023-06-21 08:32:00,28840.0,28844.39,28833.82,28839.01,44.76049
244,2023-06-21 08:33:00,28839.01,28843.99,28787.7,28824.45,210.16807
245,2023-06-21 08:34:00,28824.45,28824.46,28810.0,28819.03,64.95285
246,2023-06-21 08:35:00,28819.02,28820.0,28799.56,28812.15,48.37158
247,2023-06-21 08:36:00,28812.15,28821.41,28812.14,28821.4,26.43163
248,2023-06-21 08:37:00,28821.4,28834.0,28821.4,28834.0,21.87894
249,2023-06-21 08:38:00,28834.0,28834.0,28820.0,28821.41,34.7533
250,2023-06-21 08:39:00,28821.41,28821.41,28820.96,28820.97,7.82304
251,2023-06-21 08:40:00,28820.97,28824.16,28806.56,28808.9,55.93223
252,2023-06-21 08:41:00,28808.89,28811.99,28800.17,28811.99,54.56627
253,2023-06-21 08:42:00,28811.99,28826.52,28811.98,28826.52,19.2704
254,2023-06-21 08:43:00,28826.52,28826.52,28816.0,28819.99,10.59622
255,2023-06-21 08:44:00,28819.99,28824.0,28819.99,28823.99,16.30527
256,2023-06-21 08:45:00,28824.0,28829.89,28822.2,28828.94,38.96292
257,2023-06-21 08:46:00,28828.95,28833.29,28828.92,28833.29,34.4009
258,2023-06-21 08:47:00,28833.28,28833.29,28833.05,28833.06,22.64186
259,2023-06-21 08:48:00,28833.06,28833.06,28822.0,28822.0,28.79664
260,2023-06-21 08:49:00,28822.0,28822.01,28798.01,28813.93,83.2735
261,2023-06-21 08:50:00,28813.94,28813.94,28804.0,28804.0,20.64892
262,2023-06-21 08:51:00,28804.0,28810.98,28802.83,28810.97,19.66353
263,2023-06-21 08:52:00,28810.97,28824.77,28810.97,28824.76,22.3276
264,2023-06-21 08:53:00,28824.77,28828.88,28821.94,28821.94,47.05429
265,2023-06-21 08:54:00,28821.95,28826.0,28821.94,28825.99,15.31308
266,2023-06-21 08:55:00,28826.0,28829.21,28825.99,28827.69,24.63743
267,2023-06-21 08:56:00,28827.7,28827.7,28822.0,28822.16,24.87032
268,2023-06-21 08:57:00,28822.17,28822.17,28822.16,28822.16,8.71567
269,2023-06-21 08:58:00,28822.16,28822.17,28819.04,28819.04,14.64763
270,2023-06-21 08:59:00,28819.04,28824.48,28819.04,28824.41,13.3945
271,2023-06-21 09:00:00,28824.41,28840.0,28821.13,28839.99,48.03348
272,2023-06-21 09:01:00,28840.0,28842.0,28830.0,28841.97,25.53152
273,2023-06-21 09:02:00,28841.97,28852.0,28840.0,28850.51,37.16177
274,2023-06-21 09:03:00,28850.52,28850.52,28848.0,28848.01,9.18469
275,2023-06-21 09:04:00,28848.01,28848.01,28844.0,28844.0,15.8056
276,2023-06-21 09:05:00,28844.0,28861.05,28844.0,28861.04,42.89971
277,2023-06-21 09:06:00,28861.05,28862.0,28858.92,28861.99,21.7038
278,2023-06-21 09:07:00,28861.99,28862.0,28855.31,28855.31,33.52826
279,2023-06-21 09:08:00,28855.31,28860.0,28855.31,28859.99,10.21921
280,2023-06-21 09:09:00,28859.99,28860.0,28858.12,28858.12,16.20579
281,2023-06-21 09:10:00,28858.13,28860.79,28858.12,28860.78,14.85396
282,2023-06-21 09:11:00,28860.79,28860.79,28855.33,28855.61,18.0872
283,2023-06-21 09:12:00,28855.61,28857.82,28855.6,28857.81,10.03921
284,2023-06-21 09:13:00,28857.81,28858.27,28855.6,28855.61,13.10926
285,2023-06-21 09:14:00,28855.61,28860.79,28855.6,28860.79,8.65551
286,2023-06-21 09:15:00,28860.78,28879.7,28860.78,28879.7,37.43523
287,2023-06-21 09:16:00,28879.69,28889.99,28875.91,28880.01,56.09376
288,2023-06-21 09:17:00,28880.0,28888.0,28880.0,28887.99,18.62285
289,2023-06-21 09:18:00,28888.0,28897.95,28887.99,28896.73,46.31862
290,2023-06-21 09:19:00,28896.73,28896.74,28894.0,28896.49,21.22181
291,2023-06-21 09:20:00,28896.49,28896.5,28880.0,28880.0,18.87908
292,2023-06-21 09:21:00,28880.0,28883.23,28880.0,28883.22,15.51995
293,2023-06-21 09:22:00,28883.23,28892.69,28883.22,28892.69,27.43191
294,2023-06-21 09:23:00,28892.69,28892.69,28883.91,28886.01,29.82571
295,2023-06-21 09:24:00,28886.01,28888.91,28886.0,28888.91,15.27482
296,2023-06-21 09:25:00,28888.91,28893.54,28888.9,28893.53,18.83294
297,2023-06-21 09:26:00,28893.54,28933.84,28893.53,28919.71,97.93809
298,2023-06-21 09:27:00,28919.72,28922.85,28902.88,28912.68,51.51217
299,2023-06-21 09:28:00,28912.68,28915.64,28911.0,28914.4,20.98626
300,2023-06-21 09:29:00,28914.4,28917.99,28910.25,28916.09,39.10616
301,2023-06-21 09:30:00,28916.09,28916.1,28912.55,28912.56,10.37791
302,2023-06-21 09:31:00,28912.55,28912.56,28899.31,28899.31,20.35077
303,2023-06-21 09:32:00,28899.31,28899.32,28898.0,28898.0,19.81998
304,2023-06-21 09:33:00,28898.01,28898.01,28898.0,28898.0,14.83938
305,2023-06-21 09:34:00,28898.0,28898.01,28890.47,28890.48,25.22815
306,2023-06-21 09:35:00,28890.47,28898.54,28890.47,28898.54,19.19303
307,2023-06-21 09:36:00,28898.53,28944.0,28880.0,28895.66,146.41094
308,2023-06-21 09:37:00,28895.67,28897.43,28888.3,28890.21,43.37567
309,2023-06-21 09:38:00,28890.2,28890.21,28889.3,28890.2,20.11719
310,2023-06-21 09:39:00,28890.19,28892.0,28878.87,28889.99,47.9538
311,2023-06-21 09:40:00,28890.0,28921.05,28889.99,28915.54,35.95623
312,2023-06-21 09:41:00,28915.54,28922.0,28910.3,28910.3,46.473
313,2023-06-21 09:42:00,28910.3,28918.87,28902.48,28918.86,45.29695
314,2023-06-21 09:43:00,28918.86,28928.55,28917.11,28927.56,29.85797
315,2023-06-21 09:44:00,28927.55,28927.56,28927.04,28927.04,17.08399
316,2023-06-21 09:45:00,28927.05,28927.05,28925.65,28925.65,16.39141
317,2023-06-21 09:46:00,28925.65,28950.73,28925.65,28950.72,37.5346
318,2023-06-21 09:47:00,28950.72,28962.88,28916.0,28930.68,133.70796
319,2023-06-21 09:48:00,28930.67,28930.68,28927.0,28927.0,11.40615
320,2023-06-21 09:49:00,28927.0,28935.0,28918.0,28934.71,77.70761
321,2023-06-21 09:50:00,28934.71,28937.29,28934.7,28935.0,21.6549
322,2023-06-21 09:51:00,28935.01,28936.56,28934.0,28935.22,20.7427
323,2023-06-21 09:52:00,28935.21,28935.22,28935.21,28935.21,9.97945
324,2023-06-21 09:53:00,28935.21,28935.22,28927.01,28927.02,29.85914
325,2023-06-21 09:54:00,28927.02,28927.02,28906.48,28909.3,146.50418
326,2023-06-21 09:55:00,28909.3,28914.0,28909.3,28914.0,10.40871
327,2023-06-21 09:56:00,28914.0,28916.07,28913.99,28916.07,9.37673
328,2023-06-21 09:57:00,28916.06,28932.0,28916.06,28932.0,19.08099
329,2023-06-21 09:58:00,28931.99,28932.0,28920.0,28922.14,23.81674
330,2023-06-21 09:59:00,28922.14,28923.7,28922.13,28923.69,12.64436
331,2023-06-21 10:00:00,28923.69,28923.7,28914.0,28915.99,22.46971
332,2023-06-21 10:01:00,28916.0,28923.7,28915.16,28923.69,33.30892
333,2023-06-21 10:02:00,28923.7,28946.0,28923.69,28942.02,64.15779
334,2023-06-21 10:03:00,28942.02,28952.0,28940.0,28946.54,80.93307
335,2023-06-21 10:04:00,28946.53,28956.0,28943.7,28943.8,37.83373
336,2023-06-21 10:05:00,28943.79,28984.52,28943.79,28970.01,103.5087
337,2023-06-21 10:06:00,28970.01,28970.01,28958.2,28961.57,33.8824
338,2023-06-21 10:07:00,28961.56,28961.57,28940.0,28940.72,74.48156
339,2023-06-21 10:08:00,28941.01,28941.01,28915.63,28916.0,33.47544
340,2023-06-21 10:09:00,28916.01,28929.89,28916.0,28921.27,37.27328
341,2023-06-21 10:10:00,28921.26,28938.41,28921.26,28937.02,19.61644
342,2023-06-21 10:11:00,28937.02,28939.73,28936.55,28939.73,14.75199
343,2023-06-21 10:12:00,28939.73,28964.0,28939.72,28952.0,52.86645
344,2023-06-21 10:13:00,28952.01,28960.0,28946.01,28960.0,20.98427
345,2023-06-21 10:14:00,28959.99,28966.0,28959.99,28965.99,36.6756
346,2023-06-21 10:15:00,28965.99,28974.49,28964.32,28971.02,44.49183
347,2023-06-21 10:16:00,28971.03,28971.03,28960.05,28970.0,39.77194
348,2023-06-21 10:17:00,28969.99,28970.0,28956.0,28956.01,32.24964
